HouseID,PersonID,Age,Education,Gender,OnlineOrders,PhysicalActivity,DistanceToWork,TimeToWork,Area,Urban,AnnualMiles,HybridDriver
40146591,1,50,Graduate or Professional Degree,Male,2,Light,4.46,20,LAOC,Urban,6000,Yes
40146883,1,51,Some College,Male,5,Light,7.85,10,IE,Urban,35000,No
40146883,2,53,Bachelor Degree,Female,3,None,1.5,5,IE,Urban,10000,No
40147646,1,60,Graduate or Professional Degree,Female,0,None,13.61,70,LAOC,Urban,10000,No
40147871,1,56,Some College,Male,2,Light,7.78,15,IE,Suburban,18000,No
40148457,1,53,Some College,Male,10,Light,4.49,20,LAOC,Urban,15000,No
40151975,1,53,Bachelor Degree,Female,0,Vigorous,32.52,75,LAOC,Urban,12000,No
40157278,1,62,Graduate or Professional Degree,Female,0,Light,21.11,75,LAOC,Urban,5000,No
40158107,1,41,Bachelor Degree,Male,1,Vigorous,7.77,20,LAOC,Urban,11000,No
40158114,1,22,Bachelor Degree,Female,15,Light,13.76,40,LAOC,Suburban,10000,No
40158114,2,25,Some College,Female,20,Light,2,10,LAOC,Suburban,25000,No
40159621,1,59,Graduate or Professional Degree,Male,0,Light,8.62,40,LAOC,Suburban,10000,No
40159656,1,36,Bachelor Degree,Female,3,Light,14.36,60,LAOC,Urban,15000,No
40159656,2,37,Some College,Female,3,Light,6.93,30,LAOC,Urban,11000,No
40159656,3,36,Some College,Female,4,Light,4.48,30,LAOC,Urban,15000,No
40160296,2,39,Bachelor Degree,Female,1,None,12.99,20,IE,Suburban,5000,No
40161682,1,33,Graduate or Professional Degree,Male,5,Light,2.07,10,IE,Suburban,10000,No
40161794,1,63,Some College,Male,3,Vigorous,2.03,15,LAOC,Urban,10000,No
40161953,1,43,Some College,Female,10,Light,1.77,10,IE,Urban,2000,No
40161953,2,45,Bachelor Degree,Male,3,Light,10.81,20,IE,Urban,8400,No
40162493,1,69,Some College,Male,0,Light,27,30,LAOC,Urban,10000,No
40162493,2,68,Graduate or Professional Degree,Female,0,None,6.28,20,LAOC,Urban,10000,No
40165901,1,50,Some College,Male,1,None,14.47,60,LAOC,Urban,15000,No
40168932,1,55,Graduate or Professional Degree,Female,5,None,6.15,15,LAOC,Urban,9000,No
40168967,1,51,Graduate or Professional Degree,Male,0,Light,4.57,20,LAOC,Urban,6500,No
40172535,1,44,Bachelor Degree,Male,5,Light,17.42,40,LAOC,Urban,15000,No
40172591,1,32,Bachelor Degree,Male,20,Vigorous,41.66,60,IE,Suburban,25000,No
40172824,1,35,Bachelor Degree,Female,20,Vigorous,12.66,25,LAOC,Urban,14600,No
40172824,2,43,Bachelor Degree,Male,30,Light,5.63,15,LAOC,Urban,14000,No
40173971,1,46,Some College,Male,2,Light,16.29,25,IE,Urban,12500,No
40175156,2,52,Bachelor Degree,Male,4,Light,15.07,40,LAOC,Suburban,35000,No
40180148,1,55,Some College,Male,0,Vigorous,8.5,30,LAOC,Suburban,50000,No
40180148,2,55,Bachelor Degree,Male,0,Light,36.63,45,LAOC,Suburban,35000,No
40184194,1,33,Bachelor Degree,Male,20,Vigorous,36.64,50,LAOC,Urban,16500,No
40184871,1,63,Graduate or Professional Degree,Female,3,Light,6.7,20,LAOC,Urban,8000,No
40185284,1,69,Graduate or Professional Degree,Female,5,Light,42.55,90,LAOC,Suburban,8500,No
40185738,1,52,Bachelor Degree,Male,0,Vigorous,12.44,35,LAOC,Urban,18000,No
40185905,1,30,Bachelor Degree,Female,0,Light,22.68,100,LAOC,Urban,10000,No
40186037,1,73,Graduate or Professional Degree,Female,2,Light,8.91,30,LAOC,Urban,6000,No
40188710,2,46,Bachelor Degree,Male,2,Vigorous,13.96,45,LAOC,Small Town/Rural,40000,No
40196424,2,44,Graduate or Professional Degree,Female,10,Light,2.74,10,LAOC,Suburban,2500,No
40197352,1,54,Some College,Male,10,Light,32.12,60,LAOC,Suburban,24000,No
40198972,2,38,Some College,Male,1,Vigorous,7.63,20,LAOC,Urban,15000,No
40200310,1,32,Some College,Male,5,Light,14.27,50,LAOC,Urban,8000,Yes
40200310,2,30,Bachelor Degree,Female,3,None,6.63,20,LAOC,Urban,5000,No
40200310,3,30,Some College,Male,0,Light,9.43,20,LAOC,Urban,6000,No
40200366,1,33,Bachelor Degree,Male,4,Vigorous,20.23,60,LAOC,Urban,7500,No
40200366,2,29,High School Graduate,Female,10,Light,1.16,5,LAOC,Urban,1000,No
40201138,2,63,Bachelor Degree,Male,1,Vigorous,2.19,10,LAOC,Suburban,12000,No
40201559,2,55,Bachelor Degree,Male,2,Light,16.03,30,LAOC,Urban,14000,No
40205591,2,42,Graduate or Professional Degree,Male,3,Light,4.43,25,LAOC,Urban,7000,No
40207447,3,22,Some College,Male,0,Light,44.78,30,IE,Urban,10000,No
40211657,1,34,Graduate or Professional Degree,Male,2,None,7.35,15,LAOC,Urban,20000,No
40214913,2,50,Some College,Female,0,Light,3.3,10,LAOC,Urban,4000,No
40214913,3,26,Bachelor Degree,Male,5,Light,27.93,30,LAOC,Urban,15000,No
40214913,4,23,Bachelor Degree,Female,5,Light,30.59,30,LAOC,Urban,15000,No
40215407,1,51,Bachelor Degree,Male,3,Light,6.74,30,LAOC,Urban,15000,No
40215644,1,31,Graduate or Professional Degree,Female,5,Vigorous,17.12,20,IE,Suburban,12000,No
40215894,1,53,Graduate or Professional Degree,Female,5,Light,4.28,20,LAOC,Suburban,13000,Yes
40215894,2,23,Some College,Female,5,Light,3.23,15,LAOC,Suburban,16000,No
40218055,1,30,Bachelor Degree,Male,15,Vigorous,18.69,35,LAOC,Suburban,12000,No
40218055,2,30,Graduate or Professional Degree,Female,15,Vigorous,1.24,5,LAOC,Suburban,8000,No
40220213,2,58,Bachelor Degree,Male,15,Vigorous,24.42,45,LAOC,Suburban,16000,No
40221102,2,38,Bachelor Degree,Female,30,Light,8.23,20,LAOC,Urban,8000,No
40223267,1,52,Some College,Male,0,Light,7.85,15,IE,Urban,20000,No
40223300,1,52,Graduate or Professional Degree,Male,2,Light,10.47,35,LAOC,Urban,16000,No
40223300,2,41,Some College,Female,0,Light,8.23,40,LAOC,Urban,15000,No
40223580,1,47,Graduate or Professional Degree,Male,4,Light,8.35,15,IE,Urban,15000,No
40223580,2,45,Bachelor Degree,Female,5,None,1.85,5,IE,Urban,10000,No
40225603,1,61,Some College,Female,0,Vigorous,0.76,10,LAOC,Urban,3500,No
40225603,2,62,Some College,Male,0,Light,0.76,10,LAOC,Urban,1250,No
40225919,2,33,Bachelor Degree,Female,0,Light,6.07,20,LAOC,Urban,3500,No
40227398,1,48,Bachelor Degree,Female,1,Vigorous,6.49,25,LAOC,Urban,11000,No
40229386,2,65,High School Graduate,Male,1,Vigorous,22.64,40,LAOC,Urban,12000,No
40231314,2,60,Some College,Female,4,Light,12.78,40,LAOC,Urban,15000,No
40233492,2,51,High School Graduate,Male,0,Light,3.66,5,LAOC,Suburban,15000,No
40234530,2,18,High School Graduate,Female,3,Light,13.57,20,LAOC,Suburban,15000,No
40235901,1,48,Some College,Female,5,Vigorous,9.9,30,LAOC,Suburban,12000,No
40235901,2,55,Graduate or Professional Degree,Male,2,Vigorous,9.9,45,LAOC,Suburban,25000,No
40237484,2,45,Some College,Male,4,Vigorous,27.87,45,LAOC,Urban,14000,No
40237586,1,40,Graduate or Professional Degree,Female,4,Light,8.3,25,IE,Urban,20000,No
40237586,2,41,Some College,Male,0,Light,16.7,40,IE,Urban,20000,No
40239009,1,35,Graduate or Professional Degree,Male,0,Vigorous,13.19,15,LAOC,Suburban,12000,Yes
40239009,2,32,Graduate or Professional Degree,Female,1,Vigorous,4.36,30,LAOC,Suburban,16000,No
40239377,1,53,High School Graduate,Female,1,Light,12.03,30,IE,Suburban,30000,No
40239377,2,54,High School Graduate,Male,0,Vigorous,15.23,30,IE,Suburban,20000,No
40240041,2,48,Bachelor Degree,Male,2,Light,4.61,15,IE,Suburban,12000,No
40240333,1,54,High School Graduate,Female,3,Light,16.26,40,IE,Urban,11000,Yes
40242690,1,65,Graduate or Professional Degree,Male,4,None,11.13,20,IE,Urban,13000,No
40244044,1,54,Bachelor Degree,Male,0,Light,5.59,15,LAOC,Suburban,12000,No
40244772,1,32,Graduate or Professional Degree,Male,15,Light,25,45,LAOC,Urban,19000,No
40244986,1,56,Some College,Male,5,Light,22.66,55,LAOC,Urban,15000,No
40245358,1,52,Graduate or Professional Degree,Male,2,Light,5.48,20,LAOC,Urban,14000,Yes
40246089,1,43,Graduate or Professional Degree,Female,4,Light,5.88,20,LAOC,Suburban,6000,Yes
40256779,1,66,Graduate or Professional Degree,Female,2,Vigorous,4.32,10,LAOC,Suburban,4200,No
40257257,2,38,Some College,Male,0,None,46.41,55,LAOC,Urban,28000,Yes
40257924,1,42,Some College,Male,4,Vigorous,6.44,15,LAOC,Urban,12000,No
40258134,1,29,Graduate or Professional Degree,Female,10,Vigorous,7.51,15,LAOC,Urban,15000,No
40260316,1,46,Graduate or Professional Degree,Male,1,Light,29.66,60,IE,Urban,25000,No
40261169,1,56,Graduate or Professional Degree,Male,15,Light,5.74,15,LAOC,Urban,12000,No
40261169,2,51,High School Graduate,Female,0,None,12.31,30,LAOC,Urban,10000,No
40262101,2,34,Graduate or Professional Degree,Male,10,Light,5.29,25,LAOC,Urban,10000,Yes
40263897,1,55,Some College,Female,5,Light,14.86,25,LAOC,Urban,12000,No
40264233,1,57,High School Graduate,Female,0,Vigorous,4.88,15,LAOC,Urban,10000,No
40264485,1,58,Graduate or Professional Degree,Male,10,Vigorous,9.53,30,LAOC,Suburban,12000,No
40265656,1,60,Some College,Male,3,Light,13.48,35,LAOC,Urban,13000,No
40265918,2,61,High School Graduate,Female,0,Vigorous,6.69,15,LAOC,Urban,8000,No
40267840,1,59,Some College,Female,3,Light,28.6,60,IE,Suburban,12000,No
40267840,2,60,Some College,Male,0,Light,12.24,30,IE,Suburban,12000,No
40269782,1,52,Graduate or Professional Degree,Female,2,Light,15.63,25,LAOC,Urban,15000,No
40269782,2,54,Graduate or Professional Degree,Male,10,Light,5.26,15,LAOC,Urban,10000,No
40270201,1,54,Some College,Male,5,Vigorous,5.54,15,LAOC,Urban,12000,No
40270201,2,55,Some College,Female,0,Vigorous,9.24,15,LAOC,Urban,9000,Yes
40270201,3,22,Some College,Female,5,Vigorous,22.69,35,LAOC,Urban,15000,No
40270201,4,20,Some College,Female,0,Light,8.28,15,LAOC,Urban,14000,No
40272231,1,64,Graduate or Professional Degree,Male,0,Light,1.81,10,LAOC,Suburban,12362,No
40272810,3,27,High School Graduate,Male,0,Light,3.5,15,IE,Suburban,4000,No
40275143,2,58,Some College,Female,1,None,1.22,10,IE,Urban,15000,No
40276226,1,68,High School Graduate,Male,0,Light,12.7,15,IE,Suburban,10000,No
40276783,1,53,High School Graduate,Female,25,Vigorous,30.57,60,IE,Urban,20000,No
40276783,2,36,Some College,Male,5,Vigorous,6.74,10,IE,Urban,10000,No
40276783,3,34,High School Graduate,Female,5,Light,13.42,20,IE,Urban,12000,No
40279985,1,67,Graduate or Professional Degree,Female,0,Light,32.19,40,LAOC,Urban,10000,No
40279985,2,65,Some College,Female,0,Vigorous,5.74,20,LAOC,Urban,10000,No
40281812,1,51,Graduate or Professional Degree,Male,1,Light,7.47,20,LAOC,Urban,10000,No
40283231,1,54,Bachelor Degree,Female,0,Light,3.06,15,LAOC,Urban,8000,No
40283965,2,52,Some College,Male,1,Vigorous,12.77,20,LAOC,Urban,10400,No
40284382,1,41,Graduate or Professional Degree,Male,1,Light,13.35,30,IE,Suburban,16000,No
40287770,1,54,Some College,Male,3,Light,58.97,60,IE,Suburban,30000,No
40287770,3,25,Bachelor Degree,Female,3,None,24.4,50,IE,Suburban,10000,No
40288058,1,81,Some College,Female,2,Light,1.91,10,LAOC,Urban,8000,No
40288216,1,43,Bachelor Degree,Male,0,Light,4.27,20,LAOC,Urban,12000,No
40290885,2,80,High School Graduate,Female,0,Light,2.92,10,LAOC,Urban,2000,No
40291751,1,47,Some College,Male,4,Light,20.59,30,IE,Urban,15000,No
40291936,1,38,Graduate or Professional Degree,Male,3,None,9.69,20,LAOC,Urban,2000,Yes
40292879,1,47,Some College,Female,1,Light,1.09,15,LAOC,Urban,5000,No
40293427,2,43,Bachelor Degree,Male,2,Vigorous,20.17,60,LAOC,Suburban,10000,Yes
40293767,1,32,High School Graduate,Female,0,Light,9.41,25,IE,Urban,20000,No
40294192,1,38,Graduate or Professional Degree,Male,3,Light,7.94,20,LAOC,Urban,15000,No
40295139,1,45,Bachelor Degree,Male,10,Light,6.29,15,LAOC,Urban,12000,No
40295139,2,37,Graduate or Professional Degree,Female,10,Vigorous,6.07,20,LAOC,Urban,10000,No
40295366,2,49,Graduate or Professional Degree,Male,3,Light,14.28,35,LAOC,Small Town/Rural,15000,No
40296172,1,25,Bachelor Degree,Female,5,Vigorous,3.16,10,LAOC,Urban,20000,No
40301293,1,59,Graduate or Professional Degree,Male,0,Vigorous,8.68,25,LAOC,Suburban,8000,No
40301293,3,23,Some College,Male,5,None,22.18,35,LAOC,Suburban,13000,No
40302580,1,30,Some College,Female,10,Light,19.79,45,IE,Suburban,10000,No
40303961,1,37,Some College,Female,3,Light,15.41,20,LAOC,Urban,20000,No
40303961,2,39,High School Graduate,Male,0,Light,17.09,40,LAOC,Urban,6000,No
40305560,1,58,Bachelor Degree,Female,1,Light,1.56,10,LAOC,Suburban,10000,No
40305560,2,56,Bachelor Degree,Male,0,Light,38.9,45,LAOC,Suburban,15000,No
40305560,4,32,Some College,Male,0,Vigorous,37.18,90,LAOC,Suburban,15000,No
40306804,1,58,Bachelor Degree,Female,10,Light,28.09,45,IE,Urban,30000,Yes
40306970,1,66,Graduate or Professional Degree,Female,10,Light,5.21,20,LAOC,Urban,8000,No
40308884,2,48,Graduate or Professional Degree,Male,4,Light,5.01,15,IE,Suburban,4000,No
40309546,2,61,Graduate or Professional Degree,Female,15,Vigorous,19.77,40,LAOC,Suburban,18000,No
40309578,1,62,Some College,Female,0,Light,4.65,10,LAOC,Suburban,7000,No
40310007,2,60,High School Graduate,Female,4,None,27.22,50,LAOC,Suburban,8000,Yes
40310007,3,33,High School Graduate,Male,1,None,17.88,40,LAOC,Suburban,13500,No
40312017,1,50,Some College,Female,5,None,5.5,20,LAOC,Urban,10000,No
40313269,2,63,Some College,Male,5,Light,30.17,30,LAOC,Suburban,16000,No
40315584,1,49,Some College,Male,2,None,12.38,50,LAOC,Suburban,14000,No
40316156,1,69,High School Graduate,Female,10,Light,4.97,10,LAOC,Urban,3500,No
40316156,2,43,Some College,Female,10,Light,2.63,10,LAOC,Urban,35000,No
40316156,3,43,High School Graduate,Male,0,Vigorous,6.33,10,LAOC,Urban,4200,No
40316335,1,52,Bachelor Degree,Male,15,Vigorous,32.67,45,LAOC,Suburban,12000,No
40316600,1,32,Bachelor Degree,Female,5,Light,12.87,30,LAOC,Urban,30000,No
40316600,2,35,Bachelor Degree,Male,2,Vigorous,13.36,30,LAOC,Urban,10000,No
40319006,1,49,Graduate or Professional Degree,Male,5,Light,2.43,15,LAOC,Urban,9700,No
40319006,2,38,Graduate or Professional Degree,Female,3,Light,16.89,30,LAOC,Urban,20000,Yes
40320396,2,36,Graduate or Professional Degree,Female,4,Light,5.4,20,LAOC,Urban,10000,No
40320625,1,47,Bachelor Degree,Male,5,Light,20.62,45,LAOC,Urban,10000,No
40321247,1,42,Graduate or Professional Degree,Female,5,Light,2.62,10,LAOC,Urban,2200,No
40323355,2,61,High School Graduate,Male,0,Vigorous,2.97,30,LAOC,Urban,15000,No
40324746,2,45,Graduate or Professional Degree,Female,5,Light,5.47,20,LAOC,Urban,12000,No
40324783,1,47,Graduate or Professional Degree,Male,10,None,34.81,75,LAOC,Suburban,20000,No
40326978,1,51,Less than High School,Male,1,Light,4.48,25,LAOC,Urban,12000,No
40326978,3,26,Some College,Male,10,Light,18.46,25,LAOC,Urban,13000,Yes
40326978,4,24,Bachelor Degree,Female,5,Vigorous,15.23,25,LAOC,Urban,9000,No
40326978,5,22,Some College,Male,15,Light,14.88,20,LAOC,Urban,7000,No
40327031,1,30,Bachelor Degree,Female,5,None,6.93,15,IE,Urban,10000,No
40330838,1,58,Graduate or Professional Degree,Male,0,Light,7.05,10,IE,Suburban,6500,No
40330838,3,23,Some College,Male,3,Vigorous,38.03,80,IE,Suburban,20000,No
40331520,2,63,Graduate or Professional Degree,Female,0,Light,0.66,5,LAOC,Urban,5000,No
40334171,1,25,Bachelor Degree,Female,3,Light,4.47,15,LAOC,Urban,8000,No
40334304,1,69,Bachelor Degree,Male,0,Light,3.72,25,LAOC,Suburban,9000,No
40334583,1,54,Bachelor Degree,Male,3,Light,14.19,25,LAOC,Suburban,13000,No
40334583,2,54,Some College,Female,3,None,8.18,30,LAOC,Suburban,10000,No
40337914,1,33,Graduate or Professional Degree,Male,4,Light,23.03,55,LAOC,Urban,8500,No
40337914,2,35,Bachelor Degree,Female,5,None,17.9,60,LAOC,Urban,15000,No
40338748,1,30,Graduate or Professional Degree,Female,0,Light,18.78,30,LAOC,Urban,80000,No
40340358,2,33,Bachelor Degree,Male,2,Vigorous,7.85,60,LAOC,Urban,5150,No
40340834,2,60,Graduate or Professional Degree,Female,0,Light,3.12,10,LAOC,Urban,5000,No
40345883,1,28,Graduate or Professional Degree,Female,3,None,12.27,35,LAOC,Urban,20000,Yes
40350762,2,56,Graduate or Professional Degree,Female,5,Vigorous,0.8,5,LAOC,Suburban,12000,No
40350927,1,62,Some College,Female,4,Light,19.95,40,IE,Suburban,30000,No
40356581,1,67,Graduate or Professional Degree,Female,10,Light,9.22,20,LAOC,Suburban,12000,No
40357614,1,47,High School Graduate,Male,0,Vigorous,26.52,35,IE,Urban,13000,No
40359423,1,47,Bachelor Degree,Female,1,Light,4.46,20,LAOC,Urban,10000,No
40359778,1,37,Graduate or Professional Degree,Male,2,Light,10.55,45,LAOC,Urban,13000,No
40359789,1,23,Graduate or Professional Degree,Female,3,Vigorous,8.72,30,LAOC,Suburban,13000,No
40360159,3,31,Bachelor Degree,Male,2,Light,26.29,45,LAOC,Urban,8000,No
40360602,1,38,Graduate or Professional Degree,Male,20,None,22.07,40,LAOC,Urban,20000,Yes
40360602,2,40,Graduate or Professional Degree,Female,5,Light,1.68,5,LAOC,Urban,8000,No
40361317,1,41,Bachelor Degree,Female,2,Light,14.93,45,LAOC,Urban,15000,No
40361317,2,41,Bachelor Degree,Male,1,Light,3.56,10,LAOC,Urban,30000,No
40362353,1,34,Some College,Female,25,None,21.9,30,IE,Suburban,24000,No
40362353,2,42,Some College,Male,0,None,16.12,20,IE,Suburban,50000,No
40362960,1,60,Bachelor Degree,Male,2,Vigorous,58.33,70,LAOC,Urban,10000,No
40366112,1,54,Some College,Female,2,Light,98.77,130,IE,Suburban,15000,No
40366431,2,47,Bachelor Degree,Female,3,Vigorous,7.59,30,LAOC,Suburban,5000,No
40366431,3,24,Some College,Female,0,Vigorous,21.84,60,LAOC,Suburban,12000,No
40366492,1,57,Some College,Female,10,Light,1.69,10,IE,Small Town/Rural,10000,No
40367021,1,50,Bachelor Degree,Male,5,Light,5.58,15,LAOC,Urban,15000,No
40367885,2,38,Graduate or Professional Degree,Female,0,Light,34.7,45,LAOC,Suburban,2000,No
40369480,1,33,Some College,Male,0,Light,12.02,25,LAOC,Suburban,1500,No
40370968,1,34,Bachelor Degree,Female,10,None,14.78,20,LAOC,Suburban,25000,Yes
40371914,1,39,Graduate or Professional Degree,Male,0,Light,9.01,45,LAOC,Urban,7000,No
40373254,1,70,Graduate or Professional Degree,Male,3,Vigorous,11.14,20,LAOC,Urban,18000,Yes
40373983,2,30,Some College,Male,1,Vigorous,8.44,30,IE,Urban,6000,No
40374462,2,30,Graduate or Professional Degree,Male,2,Light,7.61,30,LAOC,Urban,4000,No
40380312,1,61,Bachelor Degree,Female,0,Vigorous,2.1,20,IE,Urban,22000,No
40380312,2,65,High School Graduate,Male,0,Vigorous,5.84,20,IE,Urban,11000,No
40380629,2,58,High School Graduate,Male,0,Vigorous,13.81,25,LAOC,Urban,7500,No
40381171,1,59,Bachelor Degree,Male,5,None,11.17,20,IE,Urban,10000,No
40381171,2,60,Bachelor Degree,Female,3,Light,21.33,20,IE,Urban,12000,No
40381181,2,61,Some College,Male,0,Light,3.93,60,LAOC,Urban,25000,No
40382608,1,40,Graduate or Professional Degree,Male,1,None,6.75,20,IE,Suburban,10000,No
40382608,2,39,Graduate or Professional Degree,Female,3,None,13.16,30,IE,Suburban,12000,No
40382945,1,63,Some College,Male,1,Light,76.34,90,IE,Urban,22000,No
40389209,1,49,Bachelor Degree,Male,1,Light,17.42,30,LAOC,Urban,12000,No
40392977,1,60,Graduate or Professional Degree,Female,10,Light,19.9,50,LAOC,Urban,10000,No
40393347,1,47,Bachelor Degree,Male,3,Light,15.68,25,LAOC,Suburban,18000,Yes
40393347,2,44,Bachelor Degree,Female,2,None,9.6,15,LAOC,Suburban,8000,No
40393630,2,74,Bachelor Degree,Female,4,Light,12.05,20,LAOC,Suburban,10000,No
40394050,1,66,Some College,Male,5,Light,80.43,85,LAOC,Suburban,40000,No
40395242,1,44,Graduate or Professional Degree,Male,0,Vigorous,10.12,20,LAOC,Urban,9500,Yes
40395242,2,38,Graduate or Professional Degree,Female,0,None,4.22,10,LAOC,Urban,10000,No
40396705,1,67,Graduate or Professional Degree,Male,5,Light,11.17,15,LAOC,Suburban,10000,Yes
40398092,1,37,Graduate or Professional Degree,Male,4,Light,11.23,25,LAOC,Suburban,15000,No
40398092,2,37,Graduate or Professional Degree,Female,5,Light,13.27,30,LAOC,Suburban,9000,No
40398723,1,59,Bachelor Degree,Male,0,Light,9.57,20,LAOC,Urban,15000,Yes
40400176,1,36,Bachelor Degree,Male,2,Vigorous,1.44,10,LAOC,Urban,10000,No
40400241,1,27,Bachelor Degree,Male,5,None,6.05,15,LAOC,Urban,12000,No
40400241,2,29,Graduate or Professional Degree,Female,15,Vigorous,43.42,75,LAOC,Urban,25000,No
40403979,2,59,Bachelor Degree,Male,0,Light,3.23,15,LAOC,Urban,7000,No
40405203,1,35,Bachelor Degree,Female,3,Light,5,20,LAOC,Urban,20000,No
40405203,2,36,Bachelor Degree,Male,2,Vigorous,18.84,35,LAOC,Urban,15000,No
40407032,1,56,Some College,Female,0,Light,19.52,40,IE,Suburban,22000,No
40407032,2,53,Some College,Male,4,Vigorous,7.87,20,IE,Suburban,180000,No
40408345,1,64,Some College,Female,0,Light,3.01,10,LAOC,Urban,5000,No
40412156,1,66,Graduate or Professional Degree,Male,5,None,29.9,45,LAOC,Urban,35000,No
40413212,1,49,Bachelor Degree,Male,4,Light,13.48,25,LAOC,Urban,10000,Yes
40413212,2,47,Graduate or Professional Degree,Female,10,Light,4.61,15,LAOC,Urban,15000,No
40413747,2,49,Graduate or Professional Degree,Female,2,Light,16.02,20,LAOC,Urban,12000,No
40414608,1,56,Some College,Female,5,Vigorous,2.25,10,LAOC,Suburban,13000,No
40415132,2,69,Bachelor Degree,Male,3,Light,0.54,5,LAOC,Urban,1000,No
40415162,1,56,Graduate or Professional Degree,Female,10,Light,6.12,15,LAOC,Suburban,7500,No
40416631,1,40,Graduate or Professional Degree,Female,0,Light,7.47,50,LAOC,Urban,5000,No
40418292,1,39,Graduate or Professional Degree,Male,4,Light,3.64,20,LAOC,Urban,25000,No
40418707,1,41,High School Graduate,Male,2,Light,19.72,45,IE,Suburban,15000,No
40419504,1,52,Graduate or Professional Degree,Female,1,Vigorous,28.34,45,LAOC,Urban,10000,No
40422224,1,36,Some College,Male,5,None,15.11,150,LAOC,Urban,14200,No
40422757,1,38,Some College,Male,0,None,19,20,LAOC,Urban,8000,No
40422757,2,31,Some College,Female,2,Light,6.64,45,LAOC,Urban,8000,No
40425269,1,63,Some College,Female,4,Light,15.24,20,LAOC,Urban,10000,No
40425269,2,60,Some College,Male,1,Vigorous,31,30,LAOC,Urban,15000,No
40425269,3,23,High School Graduate,Male,10,Vigorous,15.11,15,LAOC,Urban,12000,No
40425971,1,47,Graduate or Professional Degree,Male,5,Light,27.79,80,LAOC,Urban,19000,Yes
40428784,3,20,High School Graduate,Female,0,Vigorous,80.66,75,IE,Urban,35000,No
40429987,2,60,Graduate or Professional Degree,Male,1,Light,11.16,25,LAOC,Urban,7000,No
40430507,1,42,Graduate or Professional Degree,Male,10,Light,35.3,70,IE,Small Town/Rural,28000,No
40430507,2,42,Graduate or Professional Degree,Female,10,Light,8.37,20,IE,Small Town/Rural,20000,No
40430874,1,47,Some College,Female,4,None,13.36,40,LAOC,Urban,6480,No
40430874,2,41,Bachelor Degree,Male,0,None,43.88,75,LAOC,Urban,10480,No
40432523,1,48,Graduate or Professional Degree,Female,4,Light,12.76,30,LAOC,Urban,15000,No
40432523,2,56,Graduate or Professional Degree,Male,0,Vigorous,3.2,10,LAOC,Urban,6500,No
40432965,1,38,Some College,Male,5,Light,34.29,60,LAOC,Suburban,35000,No
40432965,2,34,Some College,Female,2,Light,9.7,25,LAOC,Suburban,12000,No
40437915,1,24,Bachelor Degree,Female,3,None,17.67,45,LAOC,Urban,11000,No
40438748,1,57,Graduate or Professional Degree,Male,2,Light,15.65,30,LAOC,Urban,10000,No
40438748,2,52,Graduate or Professional Degree,Female,0,Light,1.92,5,LAOC,Urban,11000,No
40441023,2,60,Graduate or Professional Degree,Female,2,Light,7.54,20,IE,Suburban,5500,No
40441023,3,23,Some College,Female,1,Vigorous,2.04,5,IE,Suburban,18000,No
40442515,1,47,Bachelor Degree,Male,10,Light,47.11,55,LAOC,Urban,8000,No
40442539,1,65,Some College,Male,4,Vigorous,2.09,5,LAOC,Suburban,10000,No
40442853,1,59,Bachelor Degree,Female,1,Vigorous,22.17,40,LAOC,Suburban,15000,Yes
40443397,2,40,Graduate or Professional Degree,Male,5,Vigorous,8.88,20,LAOC,Suburban,12000,No
40445184,1,56,Graduate or Professional Degree,Male,1,Vigorous,10.31,25,LAOC,Urban,12000,No
40447418,2,44,Some College,Male,3,Light,31.23,45,LAOC,Urban,5000,No
40448060,1,26,Bachelor Degree,Male,5,Light,26.32,50,LAOC,Urban,50000,No
40448060,2,23,Bachelor Degree,Female,2,Light,4.6,30,LAOC,Urban,10000,No
40448060,3,59,Less than High School,Male,0,Light,2.52,20,LAOC,Urban,80000,No
40448377,1,35,Some College,Female,15,Light,4.47,10,LAOC,Urban,10000,No
40453172,1,61,High School Graduate,Male,0,Light,3.89,5,IE,Urban,3000,No
40454553,1,40,Graduate or Professional Degree,Male,1,Light,3.19,15,LAOC,Small Town/Rural,7000,No
40457053,1,25,Some College,Male,5,Light,22.11,40,LAOC,Urban,7920,No
40457053,3,53,Less than High School,Male,1,Light,22.11,35,LAOC,Urban,3000,No
40457483,1,57,Bachelor Degree,Male,3,Vigorous,11.96,30,LAOC,Urban,11000,No
40457483,2,54,Bachelor Degree,Female,5,Vigorous,11.96,30,LAOC,Urban,8500,No
40457487,1,49,Some College,Male,1,Vigorous,10.84,25,LAOC,Urban,8000,No
40457487,2,38,Some College,Female,3,Light,7.45,30,LAOC,Urban,10000,No
40458424,1,53,Bachelor Degree,Female,2,Vigorous,7.71,15,LAOC,Urban,6500,No
40458505,1,29,Bachelor Degree,Female,5,Light,13.55,30,LAOC,Urban,12000,No
40458907,1,55,Graduate or Professional Degree,Female,3,Light,16.38,30,LAOC,Suburban,9000,No
40458907,2,59,Graduate or Professional Degree,Male,0,Light,8.65,20,LAOC,Suburban,10000,No
40461100,1,60,High School Graduate,Male,0,Vigorous,11.16,20,IE,Urban,10000,No
40462508,2,31,Bachelor Degree,Male,5,Vigorous,2.21,10,IE,Urban,10000,No
40464836,1,56,Bachelor Degree,Male,15,Light,10.4,30,LAOC,Urban,18000,No
